code,name,stratum,cpi_score,basel_score,wgi_rule_of_law_pct,wgi_control_corruption_pct,secrecy_score,organized_crime_score,terrorism_score,instability_score,comprehensive_sanctions,fatf_blacklist,fatf_greylist,eu_high_risk,incsr_primary_concern,missing
J0403,Jurisdiction 0403,designed_high,25.4,7.33,28.7,26.7,78.0,56.3,43.7,65.0,0,0,0,0,0,
J0081,Jurisdiction 0081,designed_low,87.1,2.38,90.0,75.9,22.5,16.1,7.0,29.9,0,0,0,0,0,
J0457,Jurisdiction 0457,designed_high,31.2,8.51,22.6,28.5,79.7,81.0,46.5,66.6,0,0,0,0,0,
J0276,Jurisdiction 0276,designed_medium,59.4,5.21,60.5,59.9,53.6,36.3,29.6,32.5,0,0,0,0,0,
J0027,Jurisdiction 0027,designed_low,77.9,2.43,87.0,81.2,24.0,18.1,18.8,10.1,0,0,0,0,0,
J0380,Jurisdiction 0380,designed_high,36.1,6.7,27.1,18.9,68.9,58.1,44.4,66.4,0,0,0,0,0,
J0054,Jurisdiction 0054,designed_low,89.1,1.72,82.2,91.6,30.1,18.5,15.2,25.0,0,0,0,0,0,
J0454,Jurisdiction 0454,designed_high,25.5,7.52,21.5,27.7,61.8,57.4,40.2,79.9,0,0,0,0,0,
J0233,Jurisdiction 0233,designed_medium,54.3,3.91,44.6,57.2,55.0,46.0,27.8,35.4,0,0,0,0,0,
J0389,Jurisdiction 0389,designed_high,18.0,6.24,23.7,24.9,67.9,68.7,37.4,74.2,0,0,0,0,0,instability
J0413,Jurisdiction 0413,designed_high,24.1,6.21,10.5,33.3,80.1,69.4,52.6,57.6,0,0,0,0,0,
J0590,Jurisdiction 0590,hard_critical,51.0,4.39,45.4,51.2,44.0,49.0,32.8,52.3,0,1,0,0,0,
J0172,Jurisdiction 0172,designed_low,77.6,3.36,90.6,77.2,21.9,14.0,12.3,16.7,0,0,0,0,0,
J0129,Jurisdiction 0129,designed_low,83.5,2.26,80.5,76.9,33.6,6.4,5.7,28.6,0,0,0,0,0,
J0223,Jurisdiction 0223,designed_medium,59.6,5.49,56.1,56.1,43.7,41.5,16.7,34.8,0,0,0,0,0,
J0108,Jurisdiction 0108,designed_low,84.2,2.11,88.7,86.3,12.8,6.1,2.7,29.9,0,0,0,0,0,
J0146,Jurisdiction 0146,designed_low,76.5,1.71,90.6,83.2,23.0,23.5,11.5,21.5,0,0,0,0,0,
J0187,Jurisdiction 0187,designed_medium,45.5,4.47,61.8,52.0,44.6,36.6,24.8,35.2,0,0,0,0,0,
J0331,Jurisdiction 0331,designed_medium,59.5,5.39,52.9,48.8,47.8,35.8,22.6,43.6,0,0,0,0,0,
J0466,Jurisdiction 0466,designed_high,28.4,6.62,20.3,24.7,69.5,68.5,37.6,75.2,0,0,0,0,0,
J0023,Jurisdiction 0023,designed_low,88.8,3.04,77.5,82.7,15.1,15.0,3.1,14.5,0,0,0,0,0,
J0539,Jurisdiction 0539,hard_high,55.0,3.93,56.5,51.7,47.4,38.2,27.1,31.6,0,0,1,0,0,
J0082,Jurisdiction 0082,designed_low,87.0,3.33,83.9,81.0,17.7,7.6,4.9,15.3,0,0,0,0,0,
J0091,Jurisdiction 0091,designed_low,80.6,1.76,83.9,92.1,19.1,29.7,16.3,21.3,0,0,0,0,0,
J0255,Jurisdiction 0255,designed_medium,48.8,4.25,46.8,49.6,44.8,42.1,24.8,38.5,0,0,0,0,0,
J0243,Jurisdiction 0243,designed_medium,49.5,3.98,48.2,43.4,48.9,45.0,24.7,45.4,0,0,0,0,0,
J0433,Jurisdiction 0433,designed_high,30.0,6.71,27.3,23.9,74.8,65.2,43.6,71.2,0,0,0,0,0,
J0351,Jurisdiction 0351,designed_medium,48.0,4.62,60.5,54.7,42.9,48.8,23.1,39.4,0,0,0,0,0,
J0077,Jurisdiction 0077,designed_low,85.2,2.09,88.4,92.3,28.9,20.6,13.9,28.3,0,0,0,0,0,
J0408,Jurisdiction 0408,designed_high,34.0,6.78,28.5,23.2,61.9,74.1,48.9,84.5,0,0,0,0,0,
J0583,Jurisdiction 0583,hard_critical,44.4,5.47,38.6,46.7,42.8,39.5,35.2,39.5,0,1,0,0,0,
J0559,Jurisdiction 0559,hard_critical,53.1,5.19,39.9,46.3,41.0,48.4,32.5,40.9,0,1,0,0,0,organized_crime
J0028,Jurisdiction 0028,designed_low,77.8,1.95,88.1,78.6,17.6,23.8,3.3,16.5,0,0,0,0,0,
J0142,Jurisdiction 0142,designed_low,79.4,1.79,85.7,80.5,16.0,26.3,19.4,20.1,0,0,0,0,0,
J0107,Jurisdiction 0107,designed_low,84.2,1.89,88.2,82.4,24.9,28.6,7.9,20.3,0,0,0,0,0,
J0338,Jurisdiction 0338,designed_medium,51.1,4.27,52.4,46.1,42.8,35.1,27.5,40.0,0,0,0,0,0,
J0321,Jurisdiction 0321,designed_medium,57.5,4.12,54.7,56.5,50.6,50.5,14.5,40.6,0,0,0,0,0,
J0395,Jurisdiction 0395,designed_high,33.9,7.26,21.2,32.1,64.6,70.6,56.3,54.6,0,0,0,0,0,
J0238,Jurisdiction 0238,designed_medium,54.5,5.34,57.7,43.7,44.8,43.9,15.0,28.2,0,0,0,0,0,
J0113,Jurisdiction 0113,designed_low,86.6,1.49,91.4,84.2,24.1,25.3,6.2,24.4,0,0,0,0,0,
J0260,Jurisdiction 0260,designed_medium,45.4,5.3,57.1,48.3,44.2,48.1,23.4,34.3,0,0,0,0,0,
J0277,Jurisdiction 0277,designed_medium,57.3,5.17,56.2,50.8,48.4,38.8,21.5,36.1,0,0,0,0,0,
J0390,Jurisdiction 0390,designed_high,24.9,6.14,13.8,20.9,74.6,71.7,47.0,73.7,0,0,0,0,0,
J0442,Jurisdiction 0442,designed_high,34.7,7.38,27.6,12.2,77.1,79.4,49.4,50.0,0,0,0,0,0,
J0186,Jurisdiction 0186,designed_medium,49.8,4.32,51.0,50.1,47.9,48.9,25.2,39.0,0,0,0,0,0,
J0317,Jurisdiction 0317,designed_medium,50.7,4.96,58.3,46.5,55.9,43.8,14.4,34.9,0,0,0,0,0,
J0049,Jurisdiction 0049,designed_low,88.7,1.29,76.8,82.2,22.7,19.0,7.7,23.9,0,0,0,0,0,organized_crime
J0272,Jurisdiction 0272,designed_medium,56.2,4.59,47.9,49.7,51.2,45.8,18.5,43.7,0,0,0,0,0,
J0061,Jurisdiction 0061,designed_low,84.8,3.3,82.3,87.7,11.8,22.3,13.3,7.5,0,0,0,0,0,
J0099,Jurisdiction 0099,designed_low,78.8,3.31,88.5,82.1,17.3,30.0,17.4,7.7,0,0,0,0,0,
J0121,Jurisdiction 0121,designed_low,85.0,2.14,75.9,73.9,20.4,23.6,8.7,8.3,0,0,0,0,0,
J0286,Jurisdiction 0286,designed_medium,57.0,5.37,55.5,54.2,39.2,44.1,25.0,31.0,0,0,0,0,0,
J0003,Jurisdiction 0003,designed_low,86.1,1.38,82.9,78.1,15.2,24.1,3.8,14.5,0,0,0,0,0,
J0215,Jurisdiction 0215,designed_medium,44.5,4.54,57.8,55.8,55.6,45.6,21.6,45.9,0,0,0,0,0,
J0179,Jurisdiction 0179,designed_low,83.9,1.07,92.7,84.0,25.4,12.6,6.4,25.2,0,0,0,0,0,
J0155,Jurisdiction 0155,designed_low,82.4,1.27,80.1,78.6,11.1,15.5,16.3,16.4,0,0,0,0,0,
J0401,Jurisdiction 0401,designed_high,19.0,6.15,14.9,28.9,85.6,73.5,35.3,52.2,0,0,0,0,0,organized_crime
J0424,Jurisdiction 0424,designed_high,35.1,6.83,19.7,24.8,67.9,70.8,50.4,63.1,0,0,0,0,0,
J0322,Jurisdiction 0322,designed_medium,53.0,4.81,47.4,59.8,53.9,42.9,19.6,36.8,0,0,0,0,0,
J0046,Jurisdiction 0046,designed_low,79.4,2.96,89.8,86.8,15.4,10.0,2.4,11.1,0,0,0,0,0,
J0487,Jurisdiction 0487,hard_high,46.6,3.36,61.0,46.9,35.9,35.8,19.8,27.6,0,0,0,1,0,
J0314,Jurisdiction 0314,designed_medium,47.2,4.96,58.6,43.7,53.3,48.6,16.2,45.0,0,0,0,0,0,organized_crime
J0256,Jurisdiction 0256,designed_medium,58.8,5.37,51.5,42.7,55.4,46.6,28.6,38.7,0,0,0,0,0,
J0368,Jurisdiction 0368,designed_high,31.9,8.47,31.2,28.2,73.8,55.5,30.1,76.4,0,0,0,0,0,organized_crime
J0093,Jurisdiction 0093,designed_low,80.6,2.57,77.2,82.3,33.3,13.5,14.5,21.2,0,0,0,0,0,organized_crime
J0306,Jurisdiction 0306,designed_medium,55.4,3.97,60.6,58.2,47.4,46.6,20.7,45.5,0,0,0,0,0,organized_crime
J0568,Jurisdiction 0568,hard_critical,59.4,4.77,45.5,53.9,53.0,53.7,27.6,51.3,0,1,0,0,0,
J0355,Jurisdiction 0355,designed_medium,53.6,3.82,48.5,56.5,43.5,51.4,25.6,35.6,0,0,0,0,0,
J0313,Jurisdiction 0313,designed_medium,46.1,5.28,50.7,53.3,49.6,44.5,18.7,42.6,0,0,0,0,0,
J0090,Jurisdiction 0090,designed_low,79.3,2.83,81.9,92.5,30.9,29.5,6.3,14.6,0,0,0,0,0,
J0481,Jurisdiction 0481,hard_high,46.2,4.25,61.2,46.7,36.3,38.7,22.4,33.8,0,0,0,1,0,
J0123,Jurisdiction 0123,designed_low,79.0,1.25,84.7,75.4,21.6,26.2,8.3,18.9,0,0,0,0,0,
J0211,Jurisdiction 0211,designed_medium,45.3,4.6,56.7,43.4,48.2,35.1,23.9,37.1,0,0,0,0,0,
J0231,Jurisdiction 0231,designed_medium,49.3,4.48,59.0,51.0,49.8,46.3,18.6,42.8,0,0,0,0,0,
J0268,Jurisdiction 0268,designed_medium,58.9,4.11,47.0,47.2,41.4,49.2,25.1,43.6,0,0,0,0,0,
J0139,Jurisdiction 0139,designed_low,89.3,2.77,74.9,92.0,23.7,9.7,12.9,17.5,0,0,0,0,0,
J0328,Jurisdiction 0328,designed_medium,59.4,3.86,54.8,58.6,55.4,38.0,24.2,44.9,0,0,0,0,0,
J0572,Jurisdiction 0572,hard_critical,53.0,4.63,50.5,56.1,46.7,56.9,27.6,55.6,1,0,0,0,0,
J0212,Jurisdiction 0212,designed_medium,46.4,4.39,53.4,44.1,41.7,44.5,15.6,37.2,0,0,0,0,0,
J0130,Jurisdiction 0130,designed_low,86.2,1.69,76.5,82.9,20.3,8.2,11.6,10.8,0,0,0,0,0,
J0488,Jurisdiction 0488,hard_high,62.6,3.44,61.4,49.0,47.0,36.9,23.3,24.7,0,0,0,1,0,
J0427,Jurisdiction 0427,designed_high,20.7,7.4,14.8,31.3,62.0,57.0,30.7,68.3,0,0,0,0,0,
J0291,Jurisdiction 0291,designed_medium,44.2,4.45,49.7,49.0,53.1,41.6,23.8,31.1,0,0,0,0,0,
J0092,Jurisdiction 0092,designed_low,89.4,1.3,94.3,79.3,12.4,26.1,3.8,27.8,0,0,0,0,0,
J0184,Jurisdiction 0184,designed_medium,51.3,4.23,54.5,42.9,43.1,44.8,29.2,40.1,0,0,0,0,0,
J0008,Jurisdiction 0008,designed_low,86.4,1.55,74.7,78.9,16.4,10.3,19.0,26.9,0,0,0,0,0,
J0007,Jurisdiction 0007,designed_low,76.7,2.75,77.4,80.3,33.7,21.0,12.0,22.1,0,0,0,0,0,instability
J0083,Jurisdiction 0083,designed_low,84.6,1.96,90.0,72.8,12.1,11.3,4.1,24.3,0,0,0,0,0,
J0499,Jurisdiction 0499,hard_high,48.0,4.34,62.7,57.2,41.6,42.0,14.6,31.3,0,0,1,0,0,
J0586,Jurisdiction 0586,hard_critical,43.2,4.88,52.0,40.6,56.2,44.9,32.1,50.6,1,0,0,0,0,
J0162,Jurisdiction 0162,designed_low,87.8,1.11,87.8,78.0,29.2,15.9,9.2,16.0,0,0,0,0,0,
J0386,Jurisdiction 0386,designed_high,34.9,7.59,8.3,32.4,73.1,67.7,47.9,56.0,0,0,0,0,0,
J0103,Jurisdiction 0103,designed_low,74.5,1.88,76.8,92.0,17.8,15.4,5.6,24.7,0,0,0,0,0,terrorism
J0137,Jurisdiction 0137,designed_low,79.1,2.06,83.8,85.9,29.1,19.8,8.3,6.9,0,0,0,0,0,
J0042,Jurisdiction 0042,designed_low,84.7,1.87,75.5,86.6,17.9,12.8,17.3,23.0,0,0,0,0,0,
J0250,Jurisdiction 0250,designed_medium,51.9,4.91,52.2,44.4,38.1,41.1,29.1,34.8,0,0,0,0,0,
J0450,Jurisdiction 0450,designed_high,36.3,6.01,10.4,13.5,84.1,66.8,32.3,58.0,0,0,0,0,0,terrorism
J0169,Jurisdiction 0169,designed_low,88.6,1.28,90.3,87.5,15.1,20.3,14.5,30.0,0,0,0,0,0,
J0379,Jurisdiction 0379,designed_high,26.1,6.3,30.1,31.4,60.3,58.7,53.3,61.8,0,0,0,0,0,
J0173,Jurisdiction 0173,designed_low,76.1,3.12,75.4,80.8,27.2,17.0,9.4,15.2,0,0,0,0,0,
J0426,Jurisdiction 0426,designed_high,34.7,7.2,17.3,17.3,74.3,59.7,51.8,80.3,0,0,0,0,0,
J0570,Jurisdiction 0570,hard_critical,59.0,4.14,40.4,53.9,57.0,45.6,28.9,48.5,1,0,0,0,0,
J0281,Jurisdiction 0281,designed_medium,44.7,4.93,59.1,42.3,54.7,36.8,22.2,45.9,0,0,0,0,0,
J0545,Jurisdiction 0545,hard_high,57.4,4.32,65.3,59.0,37.9,28.7,23.8,30.5,0,0,0,0,1,
J0551,Jurisdiction 0551,hard_high,47.4,3.8,57.0,59.3,32.5,34.7,17.1,35.4,0,0,0,1,0,
J0344,Jurisdiction 0344,designed_medium,54.0,4.74,51.6,49.5,40.7,44.6,27.7,44.9,0,0,0,0,0,
J0178,Jurisdiction 0178,designed_low,88.8,1.1,92.1,73.8,32.8,24.3,6.8,10.3,0,0,0,0,0,
J0566,Jurisdiction 0566,hard_critical,38.7,4.95,45.7,46.1,43.8,53.4,31.3,36.8,1,0,0,0,0,
J0219,Jurisdiction 0219,designed_medium,50.7,5.18,59.9,42.3,41.7,35.8,14.6,38.8,0,0,0,0,0,
J0330,Jurisdiction 0330,designed_medium,51.1,4.28,48.5,43.2,42.6,35.9,14.0,34.9,0,0,0,0,0,
J0141,Jurisdiction 0141,designed_low,82.4,2.46,81.6,92.2,19.3,24.4,14.2,6.3,0,0,0,0,0,
J0124,Jurisdiction 0124,designed_low,78.5,1.54,83.0,84.3,28.4,20.5,14.1,18.9,0,0,0,0,0,
J0333,Jurisdiction 0333,designed_medium,50.0,5.12,53.8,58.2,39.7,44.7,25.0,36.7,0,0,0,0,0,
J0412,Jurisdiction 0412,designed_high,31.8,6.06,21.4,28.5,73.4,68.7,47.5,60.7,0,0,0,0,0,
J0582,Jurisdiction 0582,hard_critical,38.8,5.85,54.5,52.0,52.4,39.2,28.4,37.7,1,0,0,0,0,
J0437,Jurisdiction 0437,designed_high,25.8,6.63,11.3,24.2,63.5,68.8,62.1,55.3,0,0,0,0,0,
J0208,Jurisdiction 0208,designed_medium,55.1,3.91,46.1,47.5,45.3,43.0,30.1,40.7,0,0,0,0,0,
J0592,Jurisdiction 0592,hard_critical,52.0,5.42,40.6,54.8,42.9,51.1,37.8,46.5,0,1,0,0,0,
J0226,Jurisdiction 0226,designed_medium,48.3,5.01,54.9,57.7,41.4,47.7,27.0,38.1,0,0,0,0,0,
J0510,Jurisdiction 0510,hard_high,52.0,4.66,57.5,45.6,31.2,43.4,16.3,40.3,0,0,1,0,0,
J0117,Jurisdiction 0117,designed_low,81.3,3.31,75.3,82.5,19.6,22.2,10.8,27.7,0,0,0,0,0,
J0109,Jurisdiction 0109,designed_low,77.8,2.29,82.2,80.2,32.8,22.4,11.7,19.7,0,0,0,0,0,
J0066,Jurisdiction 0066,designed_low,76.9,1.51,90.8,79.5,31.1,22.5,7.0,5.3,0,0,0,0,0,terrorism
J0175,Jurisdiction 0175,designed_low,86.3,1.31,84.6,91.1,30.0,18.0,7.5,9.0,0,0,0,0,0,
J0468,Jurisdiction 0468,designed_high,26.2,6.99,11.8,33.0,63.9,76.8,36.4,68.0,0,0,0,0,0,
J0100,Jurisdiction 0100,designed_low,79.7,1.71,88.7,72.5,29.9,14.9,2.1,26.6,0,0,0,0,0,
J0315,Jurisdiction 0315,designed_medium,50.9,5.1,52.9,48.9,45.7,40.4,30.3,32.9,0,0,0,0,0,instability
J0052,Jurisdiction 0052,designed_low,88.3,1.19,77.2,80.4,13.7,10.3,9.5,13.3,0,0,0,0,0,
J0177,Jurisdiction 0177,designed_low,83.8,1.22,87.5,85.0,23.9,9.3,13.2,27.6,0,0,0,0,0,
J0015,Jurisdiction 0015,designed_low,89.8,2.94,79.0,77.3,23.6,7.0,15.2,25.4,0,0,0,0,0,
J0134,Jurisdiction 0134,designed_low,86.5,1.18,87.3,83.7,14.7,24.4,8.3,29.0,0,0,0,0,0,
J0249,Jurisdiction 0249,designed_medium,48.3,4.06,47.0,47.0,43.4,48.1,20.5,45.0,0,0,0,0,0,
J0047,Jurisdiction 0047,designed_low,87.6,1.17,82.7,85.9,14.7,22.4,10.9,11.1,0,0,0,0,0,
J0483,Jurisdiction 0483,hard_high,60.7,3.98,53.6,49.3,39.3,32.8,23.8,42.2,0,0,1,0,0,
J0020,Jurisdiction 0020,designed_low,86.9,1.46,76.0,81.5,20.2,16.7,15.1,21.8,0,0,0,0,0,
J0594,Jurisdiction 0594,hard_critical,55.2,4.55,39.4,44.5,61.9,43.2,35.9,37.9,1,0,0,0,0,
J0145,Jurisdiction 0145,designed_low,84.7,2.22,74.4,78.8,32.8,13.5,15.8,9.8,0,0,0,0,0,
J0585,Jurisdiction 0585,hard_critical,55.6,5.72,45.5,37.9,43.2,56.7,21.4,44.9,0,1,0,0,0,
J0074,Jurisdiction 0074,designed_low,75.9,2.83,86.7,89.4,15.4,18.1,10.1,16.1,0,0,0,0,0,
J0239,Jurisdiction 0239,designed_medium,52.0,4.58,58.1,52.2,53.4,35.7,23.5,28.8,0,0,0,0,0,
J0153,Jurisdiction 0153,designed_low,74.5,3.23,91.6,86.3,29.0,8.4,7.2,25.7,0,0,0,0,0,
J0550,Jurisdiction 0550,hard_high,62.0,5.2,54.3,50.7,42.3,40.8,10.2,28.0,0,0,0,0,1,
J0470,Jurisdiction 0470,designed_high,19.1,8.12,20.4,25.1,71.7,64.0,43.0,70.2,0,0,0,0,0,
J0536,Jurisdiction 0536,hard_high,51.7,3.53,51.9,62.4,45.2,46.1,18.3,36.9,0,0,0,1,0,
J0217,Jurisdiction 0217,designed_medium,52.6,4.75,57.1,46.0,38.1,34.4,19.4,40.1,0,0,0,0,0,
J0122,Jurisdiction 0122,designed_low,83.0,2.61,82.6,91.2,32.6,15.6,18.5,6.3,0,0,0,0,0,instability
J0416,Jurisdiction 0416,designed_high,35.3,7.06,19.7,19.7,68.2,65.5,34.3,50.2,0,0,0,0,0,organized_crime
J0044,Jurisdiction 0044,designed_low,83.8,1.72,85.5,72.0,16.9,15.7,12.4,21.4,0,0,0,0,0,
J0346,Jurisdiction 0346,designed_medium,44.6,4.3,46.6,53.0,50.5,34.7,30.0,34.0,0,0,0,0,0,
J0058,Jurisdiction 0058,designed_low,81.5,2.8,75.1,92.9,15.4,6.7,19.2,6.0,0,0,0,0,0,
J0348,Jurisdiction 0348,designed_medium,45.6,5.36,46.4,59.5,46.0,48.9,18.8,35.5,0,0,0,0,0,
J0038,Jurisdiction 0038,designed_low,87.1,2.1,80.4,89.5,15.5,5.6,5.5,13.2,0,0,0,0,0,
J0017,Jurisdiction 0017,designed_low,86.1,2.66,89.0,80.8,26.1,14.3,18.2,16.3,0,0,0,0,0,
J0461,Jurisdiction 0461,designed_high,32.0,8.27,13.4,14.9,66.5,71.7,35.6,53.8,0,0,0,0,0,
J0547,Jurisdiction 0547,hard_high,58.2,3.42,60.6,56.6,51.7,37.7,22.4,42.7,0,0,1,0,0,
J0512,Jurisdiction 0512,hard_high,57.3,3.85,60.0,47.1,44.8,47.9,27.5,39.1,0,0,0,0,1,instability
J0316,Jurisdiction 0316,designed_medium,46.4,4.91,55.1,53.7,47.0,49.9,22.6,29.6,0,0,0,0,0,
J0554,Jurisdiction 0554,hard_critical,38.4,5.15,45.3,56.2,57.5,39.3,21.3,52.5,1,0,0,0,0,
J0065,Jurisdiction 0065,designed_low,87.6,2.99,75.8,91.4,15.9,16.6,13.0,14.5,0,0,0,0,0,
J0399,Jurisdiction 0399,designed_high,30.4,8.49,21.1,26.7,68.4,58.1,42.7,67.3,0,0,0,0,0,
J0501,Jurisdiction 0501,hard_high,54.3,3.94,60.2,60.5,35.8,28.8,11.3,30.1,0,0,0,0,1,
J0245,Jurisdiction 0245,designed_medium,56.4,4.33,48.4,43.3,42.8,40.8,28.1,30.8,0,0,0,0,0,
J0026,Jurisdiction 0026,designed_low,76.5,3.31,75.7,76.1,24.3,21.9,6.2,8.0,0,0,0,0,0,
J0198,Jurisdiction 0198,designed_medium,55.4,4.42,52.0,46.6,46.6,37.6,23.7,44.8,0,0,0,0,0,
J0037,Jurisdiction 0037,designed_low,86.8,3.07,91.0,77.9,28.9,7.7,17.7,26.5,0,0,0,0,0,
J0144,Jurisdiction 0144,designed_low,82.9,2.54,80.9,74.8,26.9,28.7,19.9,27.8,0,0,0,0,0,
J0195,Jurisdiction 0195,designed_medium,55.5,4.96,56.5,53.0,41.5,38.4,24.0,32.0,0,0,0,0,0,
