alert_id,customer_id,window_days,total_in,total_out,txn_count,near_threshold_count,distinct_in_cp,distinct_out_cp,passthrough_ratio,same_day,high_risk_geo_fraction,label,category
TMALR-0000517,CUST-000028,30,8373.49,4387.44,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000518,CUST-000051,30,29798.93,0.0,18,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000519,CUST-000096,30,155187.32,86365.47,78,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000520,CUST-000014,30,28719.83,23498.04,23,0,1,1,0.72,1,0.0,0,below_typology
TMALR-0000521,CUST-000087,30,119735.07,63753.16,75,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000522,CUST-000092,30,11392.17,3337.8,23,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000523,CUST-000055,30,419753.08,279835.39,151,0,1,1,0.0,0,0.78,0,documented_context
TMALR-0000524,CUST-000012,30,1081372.06,292875.76,66,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000525,CUST-000008,30,267588.21,259459.52,10,0,1,1,0.97,1,0.0,1,
TMALR-0000526,CUST-000106,30,1600316.48,418075.16,143,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000527,CUST-000095,30,34213.51,32937.48,41,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000528,CUST-000009,30,559943.96,449023.65,13,0,8,1,0.0,0,0.0,1,
TMALR-0000529,CUST-000002,30,18145.64,0.0,17,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000530,CUST-000089,30,40284.15,32959.76,28,0,1,1,0.62,1,0.0,0,below_typology
TMALR-0000531,CUST-000011,30,24596.91,7018.36,21,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000532,CUST-000020,30,20283.47,17215.01,13,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000533,CUST-000081,30,4656652.13,3809988.11,279,0,1,1,0.72,1,0.0,0,below_typology
TMALR-0000534,CUST-000111,30,124545.66,107395.66,28,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000535,CUST-000010,30,788732.18,645326.33,308,0,1,1,0.67,1,0.0,0,below_typology
TMALR-0000536,CUST-000065,30,22085.74,18070.15,31,0,1,1,0.76,1,0.0,0,below_typology
TMALR-0000537,CUST-000102,30,14589.39,13667.29,24,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000538,CUST-000082,30,34921.31,0.0,21,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000539,CUST-000062,30,51933.69,34622.46,21,0,1,1,0.0,0,0.78,0,documented_context
TMALR-0000540,CUST-000008,30,11313.72,7690.21,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000541,CUST-000074,30,72798.81,35846.63,90,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000542,CUST-000040,30,6547.63,5011.28,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000543,CUST-000018,30,31142.6,20761.74,32,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000544,CUST-000062,30,39100.58,26067.05,18,0,1,1,0.0,0,0.76,0,documented_context
TMALR-0000545,CUST-000017,30,89765.55,65384.42,69,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000546,CUST-000002,30,12075.8,8050.54,24,0,1,1,0.0,0,0.83,0,documented_context
TMALR-0000547,CUST-000026,30,2615021.41,1743347.6,827,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000548,CUST-000099,30,34874.74,28533.88,21,0,1,1,0.74,1,0.0,0,below_typology
TMALR-0000549,CUST-000065,30,39129.9,0.0,34,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000550,CUST-000076,30,334269.37,222846.25,227,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000551,CUST-000072,30,36518.54,29878.8,39,0,1,1,0.74,1,0.0,0,below_typology
TMALR-0000552,CUST-000097,30,51381.17,47646.19,34,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000553,CUST-000116,30,16865.28,10494.42,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000554,CUST-000083,30,18129.76,7364.86,14,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000555,CUST-000035,30,17925.36,11950.24,16,0,1,1,0.0,0,0.68,0,documented_context
TMALR-0000556,CUST-000114,30,22478.43,14985.62,19,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000557,CUST-000062,30,167102.5,28369.02,32,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000558,CUST-000029,30,417086.98,0.0,52,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000559,CUST-000091,30,142634.92,61615.69,52,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000560,CUST-000086,30,2148498.98,1666231.69,46,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000561,CUST-000005,30,12766.01,6071.13,6,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000562,CUST-000018,30,56441.55,37112.55,18,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000563,CUST-000072,30,36206.27,29623.31,37,0,1,1,0.73,1,0.0,0,below_typology
TMALR-0000564,CUST-000057,30,21663.18,12110.39,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000565,CUST-000018,30,62077.27,0.0,13,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000566,CUST-000057,30,37475.79,24983.86,81,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000567,CUST-000066,30,184661.24,98862.5,26,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000568,CUST-000060,30,9592.34,4515.2,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000569,CUST-000011,30,41014.02,27342.68,107,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000570,CUST-000099,30,120854.27,58828.3,42,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000571,CUST-000053,30,6543.81,4362.54,55,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000572,CUST-000094,30,1045354.2,855289.8,204,0,1,1,0.62,1,0.0,0,below_typology
TMALR-0000573,CUST-000029,30,326595.17,267214.23,41,0,1,1,0.77,1,0.0,0,below_typology
TMALR-0000574,CUST-000090,30,15705.3,15571.79,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000575,CUST-000026,30,1188126.75,809495.39,169,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000576,CUST-000035,30,13357.59,8905.06,15,0,1,1,0.0,0,0.75,0,documented_context
TMALR-0000577,CUST-000050,30,368417.46,185351.21,135,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000578,CUST-000071,30,15696.88,4009.14,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000579,CUST-000017,30,22651.12,9810.34,22,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000580,CUST-000021,30,150175.12,100116.75,109,0,1,1,0.0,0,0.83,0,documented_context
TMALR-0000581,CUST-000087,30,41258.43,33756.9,27,0,1,1,0.6,1,0.0,0,below_typology
TMALR-0000582,CUST-000118,30,14213.16,12785.36,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000583,CUST-000092,30,20770.91,16994.38,35,0,1,1,0.72,1,0.0,0,below_typology
TMALR-0000584,CUST-000007,30,18542246.21,3849296.69,232,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000585,CUST-000084,30,1315223.06,691384.79,116,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000586,CUST-000089,30,56744.67,0.0,26,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000587,CUST-000020,30,14834.71,10620.32,14,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000588,CUST-000025,30,487657.35,0.0,106,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000589,CUST-000068,30,26429.42,17619.61,24,0,1,1,0.0,0,0.89,0,documented_context
TMALR-0000590,CUST-000024,30,2831952.63,0.0,265,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000591,CUST-000071,30,37058.23,0.0,11,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000592,CUST-000070,30,17702.51,11801.68,77,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000593,CUST-000043,30,86339.26,49062.05,60,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000594,CUST-000014,30,10884.26,6819.43,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000595,CUST-000101,30,196689.28,131126.19,64,0,1,1,0.0,0,0.73,0,documented_context
TMALR-0000596,CUST-000106,30,453164.06,410235.23,10,0,8,2,0.0,0,0.0,1,
TMALR-0000597,CUST-000040,30,9744.82,2938.88,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000598,CUST-000024,30,1408535.35,939023.57,832,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000599,CUST-000025,30,200246.43,66428.65,55,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000600,CUST-000010,30,544869.38,234598.66,192,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000601,CUST-000005,30,40375.79,26917.2,12,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000602,CUST-000117,30,122495.62,63342.63,56,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000603,CUST-000054,30,35834.27,29318.95,38,0,1,1,0.67,1,0.0,0,below_typology
TMALR-0000604,CUST-000057,30,48748.61,32499.07,84,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000605,CUST-000026,30,847791.28,751138.09,168,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000606,CUST-000033,30,14517.17,8116.27,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000607,CUST-000026,30,2302175.23,1534783.49,326,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000608,CUST-000073,30,46952.56,38415.73,21,0,1,1,0.65,1,0.0,0,below_typology
TMALR-0000609,CUST-000048,30,944831.78,773044.18,485,0,1,1,0.63,1,0.0,0,below_typology
TMALR-0000610,CUST-000063,30,13411.68,4051.87,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000611,CUST-000062,30,19313.63,9571.25,15,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000612,CUST-000006,30,8353.32,5568.88,20,0,1,1,0.0,0,0.84,0,documented_context
TMALR-0000613,CUST-000035,30,14792.13,9861.42,16,0,1,1,0.0,0,0.88,0,documented_context
TMALR-0000614,CUST-000015,30,124187.46,52246.32,68,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000615,CUST-000068,30,20687.63,13791.75,30,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000616,CUST-000010,30,816195.61,667796.41,256,0,1,1,0.78,1,0.0,0,below_typology
TMALR-0000617,CUST-000118,30,29164.27,23861.67,14,0,1,1,0.68,1,0.0,0,below_typology
TMALR-0000618,CUST-000043,30,48092.27,32726.45,53,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000619,CUST-000034,30,23925.19,15950.12,23,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000620,CUST-000016,30,2625960.83,807524.87,481,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000621,CUST-000021,30,100979.55,90028.62,87,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000622,CUST-000098,30,19004.93,7047.1,13,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000623,CUST-000083,30,23818.7,14788.24,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000624,CUST-000016,30,1173544.68,0.0,211,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000625,CUST-000041,30,37343.84,17023.71,86,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000626,CUST-000017,30,69678.78,0.0,32,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000627,CUST-000072,30,33302.25,27247.3,34,0,1,1,0.66,1,0.0,0,below_typology
TMALR-0000628,CUST-000103,30,30784.38,20522.92,34,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000629,CUST-000104,30,1400180.92,1188479.56,97,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000630,CUST-000062,30,51786.62,34524.42,24,0,1,1,0.0,0,0.55,0,documented_context
TMALR-0000631,CUST-000029,30,181337.19,91570.42,24,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000632,CUST-000031,30,303775.08,202516.72,108,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000633,CUST-000030,30,29116.72,23822.77,26,0,1,1,0.75,1,0.0,0,below_typology
TMALR-0000634,CUST-000095,30,7269.9,5250.45,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000635,CUST-000014,30,16257.63,7465.09,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000636,CUST-000002,30,4944.77,1307.19,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000637,CUST-000016,30,510174.31,200244.14,94,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000638,CUST-000043,30,132642.38,88428.26,110,0,4,2,0.0,0,0.0,0,below_typology
TMALR-0000639,CUST-000010,30,679260.39,185496.15,119,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000640,CUST-000060,30,6405.0,1927.14,6,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000641,CUST-000098,30,20094.63,12556.24,25,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000642,CUST-000025,30,846712.33,200682.55,197,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000643,CUST-000087,30,82368.2,0.0,36,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000644,CUST-000015,30,402194.13,0.0,106,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000645,CUST-000027,30,803258.62,548149.67,152,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000646,CUST-000101,30,63056.26,0.0,8,7,1,1,0.0,0,0.0,1,
TMALR-0000647,CUST-000059,30,347307.35,231538.23,79,0,1,1,0.0,0,0.82,0,documented_context
TMALR-0000648,CUST-000087,30,39857.36,32610.57,36,0,1,1,0.61,1,0.0,0,below_typology
TMALR-0000649,CUST-000068,30,11521.86,9904.26,13,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000650,CUST-000095,30,11750.68,7833.78,24,0,1,1,0.0,0,0.81,0,documented_context
TMALR-0000651,CUST-000048,30,56620.63,0.0,6,6,1,1,0.0,0,0.0,1,
TMALR-0000652,CUST-000089,30,18786.89,9252.81,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000653,CUST-000111,30,315930.96,258488.97,82,0,1,1,0.63,1,0.0,0,below_typology
TMALR-0000654,CUST-000104,30,4434248.74,0.0,173,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000655,CUST-000079,30,7011078.31,1640230.89,441,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000656,CUST-000066,30,315476.25,210317.5,132,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000657,CUST-000036,30,2062993.93,917043.36,134,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000658,CUST-000106,30,1285738.63,1036801.2,78,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000659,CUST-000004,30,28999.04,9620.52,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000660,CUST-000035,30,10302.85,6868.56,11,0,1,1,0.0,0,0.8,0,documented_context
TMALR-0000661,CUST-000117,30,510458.98,365067.52,14,0,8,2,0.0,0,0.0,1,
TMALR-0000662,CUST-000105,30,90894.54,25135.09,72,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000663,CUST-000009,30,100051.55,91112.49,32,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000664,CUST-000029,30,127606.73,101556.34,31,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000665,CUST-000022,30,30600.62,25036.87,36,0,1,1,0.62,1,0.0,0,below_typology
TMALR-0000666,CUST-000058,30,283740.22,167987.3,127,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000667,CUST-000064,30,43502.65,35593.08,11,0,1,1,0.68,1,0.0,0,below_typology
TMALR-0000668,CUST-000041,30,7136.93,4305.91,23,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000669,CUST-000030,30,13715.86,10595.35,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000670,CUST-000057,30,18638.27,11465.84,23,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000671,CUST-000066,30,429769.72,0.0,52,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000672,CUST-000040,30,6873.94,2333.27,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000673,CUST-000071,30,46473.26,0.0,12,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000674,CUST-000033,30,17082.81,8238.31,8,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000675,CUST-000051,30,9432.29,7255.2,9,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000676,CUST-000062,30,47916.25,39204.2,25,0,1,1,0.76,1,0.0,0,below_typology
TMALR-0000677,CUST-000004,30,91080.29,0.0,27,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000678,CUST-000112,30,8661.75,5198.02,30,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000679,CUST-000083,30,28679.35,8155.35,15,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000680,CUST-000067,30,101249.09,51700.03,50,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000681,CUST-000006,30,9010.6,2263.78,21,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000682,CUST-000011,30,45214.89,30143.26,34,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000683,CUST-000095,30,22461.06,0.0,17,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000684,CUST-000018,30,33049.97,22033.32,28,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000685,CUST-000071,30,47329.74,0.0,13,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000686,CUST-000040,30,18203.13,12135.42,30,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000687,CUST-000024,30,750731.83,356275.88,113,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000688,CUST-000078,30,138041.35,30072.47,71,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000689,CUST-000029,30,612319.78,330394.75,116,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000690,CUST-000006,30,5561.13,2541.92,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000691,CUST-000043,30,61598.74,53888.05,60,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000692,CUST-000026,30,28475.35,0.0,4,3,1,1,0.0,0,0.0,1,
TMALR-0000693,CUST-000079,30,1987708.59,1626307.03,228,0,1,1,0.73,1,0.0,0,below_typology
TMALR-0000694,CUST-000067,30,498669.56,379072.22,184,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000695,CUST-000006,30,22289.66,0.0,30,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000696,CUST-000080,30,227495.77,151663.85,60,0,1,1,0.0,0,0.65,0,documented_context
TMALR-0000697,CUST-000048,30,623927.14,251260.58,356,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000698,CUST-000011,30,44450.91,29633.94,37,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000699,CUST-000042,30,410465.79,0.0,67,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000700,CUST-000038,30,12222.8,3181.37,19,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000701,CUST-000112,30,24224.5,0.0,44,2,1,1,0.0,0,0.0,0,below_typology
TMALR-0000702,CUST-000050,30,57339.94,51601.24,32,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000703,CUST-000080,30,313805.54,256749.99,84,0,1,1,0.63,1,0.0,0,below_typology
TMALR-0000704,CUST-000042,30,489875.41,396441.87,135,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000705,CUST-000024,30,1847878.18,1231918.79,822,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000706,CUST-000116,30,16533.88,13884.68,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000707,CUST-000071,30,14623.8,5805.29,5,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000708,CUST-000003,30,181924.16,56184.14,26,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000709,CUST-000119,30,400726.97,327867.52,58,0,1,1,0.65,1,0.0,0,below_typology
TMALR-0000710,CUST-000023,30,9652.06,2476.89,17,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000711,CUST-000076,30,314921.97,209947.98,106,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000712,CUST-000059,30,353359.29,235572.86,99,0,1,1,0.0,0,0.85,0,documented_context
TMALR-0000713,CUST-000024,30,633924.09,384302.33,235,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000714,CUST-000028,30,48185.53,5635.17,28,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000715,CUST-000056,30,70468.74,30782.77,23,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000716,CUST-000051,30,13041.12,6070.14,16,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000717,CUST-000095,30,8512.25,4368.55,12,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000718,CUST-000013,30,17921.93,6034.57,11,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000719,CUST-000050,30,159453.39,106302.26,46,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000720,CUST-000038,30,13459.11,9517.5,14,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000721,CUST-000088,30,343000.62,272914.59,161,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000722,CUST-000017,30,20633.27,13755.51,33,0,1,1,0.0,0,0.86,0,documented_context
TMALR-0000723,CUST-000041,30,4868.98,3925.14,23,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000724,CUST-000058,30,163859.39,110509.72,200,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000725,CUST-000093,30,486909.22,424480.0,58,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000726,CUST-000049,30,4462810.27,3651390.22,348,0,1,1,0.78,1,0.0,0,below_typology
TMALR-0000727,CUST-000098,30,12824.79,8530.0,24,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000728,CUST-000018,30,13301.88,5338.27,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000729,CUST-000055,30,347691.25,231794.17,133,0,1,1,0.0,0,0.86,0,documented_context
TMALR-0000730,CUST-000097,30,52127.64,29629.3,47,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000731,CUST-000112,30,6317.61,4862.77,26,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000732,CUST-000076,30,338752.44,277161.09,88,0,1,1,0.65,1,0.0,0,below_typology
TMALR-0000733,CUST-000026,30,1189641.9,793094.6,866,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000734,CUST-000109,30,131625.97,128390.78,5,0,1,1,0.98,1,0.0,1,
TMALR-0000735,CUST-000022,30,25635.52,20974.52,32,0,1,1,0.73,1,0.0,0,below_typology
TMALR-0000736,CUST-000022,30,37123.9,24749.27,44,0,1,1,0.0,0,0.68,0,documented_context
TMALR-0000737,CUST-000098,30,491298.89,447488.5,15,0,13,1,0.0,0,0.0,1,
TMALR-0000738,CUST-000088,30,92464.5,61961.49,39,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000739,CUST-000007,30,1857049.69,726065.85,73,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000740,CUST-000088,30,158638.77,129795.35,73,0,1,1,0.65,1,0.0,0,below_typology
TMALR-0000741,CUST-000067,30,167526.25,76335.14,89,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000742,CUST-000093,30,3011945.3,0.0,95,1,1,1,0.0,0,0.0,0,below_typology
TMALR-0000743,CUST-000000,30,365815.79,167478.94,158,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000744,CUST-000078,30,24549.32,14779.15,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000745,CUST-000001,30,135400.3,90266.87,91,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000746,CUST-000098,30,30366.86,20244.58,32,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000747,CUST-000106,30,1085142.89,461213.27,156,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000748,CUST-000061,30,2247226.56,1838639.91,174,0,1,1,0.77,1,0.0,0,below_typology
TMALR-0000749,CUST-000094,30,491132.75,327421.83,506,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000750,CUST-000002,30,10021.32,6680.88,22,0,3,1,0.0,0,0.0,0,below_typology
TMALR-0000751,CUST-000048,30,715678.96,235109.27,288,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000752,CUST-000110,30,33384.92,22256.61,33,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000753,CUST-000030,30,29848.68,19899.12,27,0,3,2,0.0,0,0.0,0,below_typology
TMALR-0000754,CUST-000004,30,34219.72,9991.45,16,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000755,CUST-000061,30,27918.31,0.0,4,3,1,1,0.0,0,0.0,1,
TMALR-0000756,CUST-000039,30,707018.38,561590.13,284,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000757,CUST-000086,30,14203127.31,10197733.61,134,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000758,CUST-000014,30,69506.98,10117.49,53,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000759,CUST-000059,30,184829.25,163293.77,81,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000760,CUST-000097,30,66096.88,20007.05,32,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000761,CUST-000040,30,11976.01,5099.95,7,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000762,CUST-000079,30,807048.2,713639.68,174,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000763,CUST-000090,30,21817.99,10638.4,5,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000764,CUST-000069,30,376675.25,305670.86,164,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000765,CUST-000006,30,4290.45,2656.8,18,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000766,CUST-000088,30,179624.84,119749.9,69,0,4,1,0.0,0,0.0,0,below_typology
TMALR-0000767,CUST-000066,30,158237.99,105491.99,137,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000768,CUST-000102,30,22575.22,12671.98,20,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000769,CUST-000057,30,33738.08,22492.05,72,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000770,CUST-000046,30,19901.39,8133.3,10,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000771,CUST-000058,30,1027245.31,925150.32,422,0,1,1,0.0,0,0.0,0,ambiguous_residual
TMALR-0000772,CUST-000038,30,25987.1,17324.74,68,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000773,CUST-000099,30,24076.28,16050.85,49,0,1,1,0.0,0,0.0,0,documented_context
TMALR-0000774,CUST-000075,30,10007.99,8188.36,23,0,1,1,0.63,1,0.0,0,below_typology
TMALR-0000775,CUST-000026,30,1463447.96,697289.2,227,0,1,1,0.0,0,0.0,0,within_profile
TMALR-0000776,CUST-000066,30,288951.53,192634.35,132,0,1,1,0.0,0,0.0,0,documented_context
