product_id,stratum,hard_type,client_segment,target_jurisdictions,delivery_channel,asset_settlement_type,novelty_to_firm,third_party_dependency,data_privacy_surface,cash_intensity,anonymity_features,cross_border_reach,model_ai_reliance,involves_custody,sanctions_exposed_asset,new_client_segment,new_geography,anonymity_enhanced_instrument,bearer_negotiable_feature
NPA-000323,designed_high,,NON_RESIDENT,TR,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.82,0.52,0,0.72,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000324,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,ADJACENT,UNREGULATED,0.53,0.71,0,0.7,ASSISTIVE,0,0,0,0,0,0
NPA-000325,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.03,0.06,0,0.2,NONE,0,0,0,0,0,0
NPA-000326,designed_low,,RETAIL,JP,BRANCH,SECURITIES,EXISTING,REGULATED,0.23,0.01,0,0.08,NONE,0,0,0,0,0,0
NPA-000327,designed_low,,INSTITUTIONAL,US,ONLINE,SECURITIES,EXISTING,NONE,0.2,0.09,0,0.1,NONE,0,0,0,0,0,0
NPA-000328,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.14,0.02,0,0.06,NONE,0,0,0,0,0,0
NPA-000329,designed_medium,,INSTITUTIONAL,PA,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.46,0.16,0,0.3,NONE,0,0,0,0,0,0
NPA-000330,designed_medium,,HNW,JP,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.49,0.16,0,0.37,ASSISTIVE,0,0,0,0,0,0
NPA-000331,hard_high,sanctions_asset,RETAIL,GB,ONLINE,SECURITIES,ADJACENT,REGULATED,0.43,0.21,0,0.39,NONE,0,1,0,0,0,0
NPA-000332,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,REGULATED,0.16,0.03,0,0.04,NONE,0,0,0,0,0,0
NPA-000333,designed_high,,UNREGULATED_ENTITY,PA,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.62,0.55,0,0.81,ASSISTIVE,0,0,0,0,0,0
NPA-000334,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.01,0.05,0,0.04,NONE,0,0,0,0,0,0
NPA-000335,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,REGULATED,0.01,0.06,0,0.12,NONE,0,0,0,0,0,0
NPA-000336,designed_low,,INSTITUTIONAL,JP,ONLINE,SECURITIES,EXISTING,NONE,0.04,0.13,0,0.15,NONE,0,0,0,0,0,0
NPA-000337,designed_medium,,INSTITUTIONAL,US,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.52,0.21,0,0.28,NONE,0,0,0,0,0,0
NPA-000338,designed_medium,,INSTITUTIONAL,JP,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.57,0.34,0,0.41,NONE,0,0,0,0,0,0
NPA-000339,designed_low,,INSTITUTIONAL,US,BRANCH,SECURITIES,EXISTING,NONE,0.11,0.03,0,0.06,NONE,0,0,0,0,0,0
NPA-000340,designed_medium,,HNW,SG,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.48,0.33,0,0.3,NONE,0,0,0,0,0,0
NPA-000341,designed_medium,,INSTITUTIONAL,PA,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.5,0.42,0,0.3,NONE,0,0,0,0,0,0
NPA-000342,designed_medium,,RETAIL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.26,0.3,0,0.3,ASSISTIVE,0,0,0,0,0,0
NPA-000343,designed_low,,RETAIL,JP,ONLINE,FIAT,EXISTING,NONE,0.18,0.03,0,0.11,NONE,0,0,0,0,0,0
NPA-000344,designed_high,,UNREGULATED_ENTITY,PA,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.54,0.4,1,0.79,ASSISTIVE,0,0,0,0,0,0
NPA-000345,prohibited,anonymity_instrument,INSTITUTIONAL,AU,BRANCH,DIGITAL_ASSET,EXISTING,REGULATED,0.21,0.27,0,0.15,ASSISTIVE,0,0,0,0,1,0
NPA-000346,hard_high,sanctions_asset,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.43,0.11,0,0.12,NONE,0,1,0,0,0,0
NPA-000347,designed_low,,RETAIL,GB,BRANCH,SECURITIES,EXISTING,NONE,0.08,0.11,0,0.16,NONE,0,0,0,0,0,0
NPA-000348,designed_medium,,HNW,GB,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.35,0.38,0,0.26,NONE,0,0,0,0,0,0
NPA-000349,designed_medium,,RETAIL,HK,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.59,0.26,0,0.21,NONE,0,0,0,0,0,0
NPA-000350,designed_high,,NON_RESIDENT,PA,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.75,0.45,1,0.62,ASSISTIVE,0,0,0,0,0,0
NPA-000351,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.24,0.07,0,0.1,NONE,0,0,0,0,0,0
NPA-000352,designed_medium,,INSTITUTIONAL,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.51,0.2,0,0.52,ASSISTIVE,0,0,0,0,0,0
NPA-000353,designed_low,,RETAIL,NL,BRANCH,FIAT,EXISTING,REGULATED,0.13,0.02,0,0.14,NONE,0,0,0,0,0,0
NPA-000354,designed_high,,UNREGULATED_ENTITY,PA,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.76,0.36,0,0.67,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000355,designed_low,,INSTITUTIONAL,SG,ONLINE,FIAT,EXISTING,NONE,0.17,0.09,0,0.06,NONE,0,0,0,0,0,0
NPA-000356,designed_medium,,HNW,FR,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.43,0.34,0,0.3,NONE,0,0,0,0,0,0
NPA-000357,designed_medium,,HNW,GB,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.39,0.2,0,0.39,NONE,0,0,0,0,0,0
NPA-000358,designed_medium,,INSTITUTIONAL,DE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.28,0.18,0,0.4,ASSISTIVE,0,0,0,0,0,0
NPA-000359,designed_low,,RETAIL,FR,BRANCH,FIAT,EXISTING,NONE,0.16,0.07,0,0.2,NONE,0,0,0,0,0,0
NPA-000360,designed_low,,RETAIL,AU,BRANCH,FIAT,EXISTING,NONE,0.09,0.1,0,0.09,NONE,0,0,0,0,0,0
NPA-000361,designed_low,,RETAIL,CA,BRANCH,FIAT,EXISTING,NONE,0.09,0.07,0,0.12,NONE,0,0,0,0,0,0
NPA-000362,hard_high,segment_geo_combo,RETAIL,GB,ONLINE,FIAT,EXISTING,REGULATED,0.2,0.14,0,0.33,ASSISTIVE,0,0,1,1,0,0
NPA-000363,designed_medium,,RETAIL,US,ONLINE,SECURITIES,ADJACENT,REGULATED,0.4,0.33,0,0.48,ASSISTIVE,0,0,0,0,0,0
NPA-000364,designed_low,,INSTITUTIONAL,GB,ONLINE,FIAT,EXISTING,REGULATED,0.22,0.11,0,0.18,NONE,0,0,0,0,0,0
NPA-000365,designed_medium,,INSTITUTIONAL,HK,ONLINE,SECURITIES,ADJACENT,REGULATED,0.34,0.24,0,0.45,NONE,0,0,0,0,0,0
NPA-000366,prohibited,prohibited_jurisdiction,HNW,GB|IR,BRANCH,SECURITIES,EXISTING,REGULATED,0.17,0.2,0,0.15,NONE,0,0,0,0,0,0
NPA-000367,designed_medium,,INSTITUTIONAL,SG,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.33,0.44,0,0.22,NONE,0,0,0,0,0,0
NPA-000368,designed_medium,,INSTITUTIONAL,SG,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.53,0.28,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000369,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.01,0.08,0,0.17,NONE,0,0,0,0,0,0
NPA-000370,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.83,0.68,1,0.63,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000371,designed_medium,,INSTITUTIONAL,JP,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.33,0.25,0,0.49,ASSISTIVE,0,0,0,0,0,0
NPA-000372,designed_medium,,INSTITUTIONAL,JP,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.3,0.37,0,0.45,NONE,0,0,0,0,0,0
NPA-000373,designed_low,,RETAIL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.11,0.12,0,0.14,NONE,0,0,0,0,0,0
NPA-000374,designed_low,,INSTITUTIONAL,CA,ONLINE,FIAT,EXISTING,NONE,0.11,0.09,0,0.1,NONE,0,0,0,0,0,0
NPA-000375,prohibited,anonymity_instrument,RETAIL,FR,BRANCH,DIGITAL_ASSET,ADJACENT,NONE,0.35,0.05,0,0.33,NONE,0,0,0,0,1,0
NPA-000376,designed_medium,,HNW,HK,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.39,0.25,0,0.3,NONE,0,0,0,0,0,0
NPA-000377,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,NONE,0.05,0.11,0,0.14,NONE,0,0,0,0,0,0
NPA-000378,hard_high,segment_geo_combo,RETAIL,NL,ONLINE,FIAT,ADJACENT,REGULATED,0.29,0.28,0,0.28,ASSISTIVE,0,0,1,1,0,0
NPA-000379,designed_high,,NON_RESIDENT,AE,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.77,0.43,0,0.89,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000380,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,NONE,0.2,0.02,0,0.17,NONE,0,0,0,0,0,0
NPA-000381,designed_high,,NON_RESIDENT,HK,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.87,0.51,1,0.89,ASSISTIVE,0,0,0,0,0,0
NPA-000382,designed_low,,INSTITUTIONAL,NZ,ONLINE,SECURITIES,EXISTING,NONE,0.23,0.11,0,0.13,NONE,0,0,0,0,0,0
NPA-000383,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.89,0.38,0,0.79,ASSISTIVE,0,0,0,0,0,0
NPA-000384,designed_low,,INSTITUTIONAL,US,ONLINE,SECURITIES,EXISTING,NONE,0.04,0.13,0,0.0,NONE,0,0,0,0,0,0
NPA-000385,designed_medium,,RETAIL,TR,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.47,0.35,0,0.37,ASSISTIVE,0,0,0,0,0,0
NPA-000386,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,REGULATED,0.02,0.08,0,0.08,NONE,0,0,0,0,0,0
NPA-000387,designed_medium,,RETAIL,DE,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.38,0.22,0,0.46,ASSISTIVE,0,0,0,0,0,0
NPA-000388,prohibited,bearer_feature,HNW,CA,BRANCH,SECURITIES,ADJACENT,NONE,0.45,0.18,0,0.25,NONE,0,0,0,0,0,1
NPA-000389,hard_high,segment_geo_combo,INSTITUTIONAL,AU,ONLINE,SECURITIES,ADJACENT,NONE,0.46,0.25,0,0.15,ASSISTIVE,0,0,1,1,0,0
NPA-000390,designed_low,,RETAIL,GB,ONLINE,FIAT,EXISTING,NONE,0.04,0.14,0,0.11,NONE,0,0,0,0,0,0
NPA-000391,designed_low,,RETAIL,NZ,ONLINE,FIAT,EXISTING,REGULATED,0.11,0.02,0,0.11,NONE,0,0,0,0,0,0
NPA-000392,designed_medium,,HNW,SG,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.5,0.16,0,0.23,NONE,0,0,0,0,0,0
NPA-000393,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.68,0.51,1,0.51,ASSISTIVE,0,0,0,0,0,0
NPA-000394,designed_medium,,HNW,JP,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.57,0.18,0,0.48,ASSISTIVE,0,0,0,0,0,0
NPA-000395,designed_medium,,INSTITUTIONAL,HK,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.3,0.22,0,0.46,ASSISTIVE,0,0,0,0,0,0
NPA-000396,prohibited,anonymity_instrument,RETAIL,US,ONLINE,DIGITAL_ASSET,EXISTING,NONE,0.02,0.17,0,0.16,NONE,0,0,0,0,1,0
NPA-000397,designed_low,,INSTITUTIONAL,NZ,BRANCH,FIAT,EXISTING,NONE,0.05,0.09,0,0.05,NONE,0,0,0,0,0,0
NPA-000398,designed_low,,RETAIL,FR,BRANCH,FIAT,EXISTING,NONE,0.17,0.04,0,0.04,NONE,0,0,0,0,0,0
NPA-000399,designed_medium,,INSTITUTIONAL,DE,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.47,0.42,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000400,designed_low,,INSTITUTIONAL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.24,0.03,0,0.06,NONE,0,0,0,0,0,0
NPA-000401,designed_high,,UNREGULATED_ENTITY,PA,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.85,0.54,1,0.81,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000402,designed_medium,,RETAIL,AE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.32,0.37,0,0.42,NONE,0,0,0,0,0,0
NPA-000403,hard_high,da_custody_novelty,HNW,CA,ONLINE,DIGITAL_ASSET,NEW_CAPABILITY,REGULATED,0.27,0.3,0,0.19,NONE,1,0,0,0,0,0
NPA-000404,designed_low,,INSTITUTIONAL,NL,BRANCH,FIAT,EXISTING,NONE,0.09,0.0,0,0.05,NONE,0,0,0,0,0,0
NPA-000405,prohibited,bearer_feature,HNW,NL,BRANCH,SECURITIES,EXISTING,NONE,0.28,0.17,0,0.35,NONE,0,0,0,0,0,1
NPA-000406,designed_high,,UNREGULATED_ENTITY,AE,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.53,0.5,0,0.77,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000407,designed_low,,INSTITUTIONAL,CA,BRANCH,SECURITIES,EXISTING,NONE,0.18,0.08,0,0.17,NONE,0,0,0,0,0,0
NPA-000408,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,UNREGULATED,0.74,0.71,0,0.71,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000409,prohibited,anonymity_instrument,RETAIL,FR,ONLINE,DIGITAL_ASSET,ADJACENT,REGULATED,0.4,0.27,0,0.0,NONE,0,0,0,0,1,0
NPA-000410,designed_low,,RETAIL,FR,ONLINE,SECURITIES,EXISTING,NONE,0.04,0.02,0,0.12,NONE,0,0,0,0,0,0
NPA-000411,designed_high,,NON_RESIDENT,HK,INTERMEDIATED,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.77,0.54,0,0.76,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000412,designed_low,,RETAIL,NL,ONLINE,FIAT,EXISTING,NONE,0.16,0.01,0,0.11,NONE,0,0,0,0,0,0
NPA-000413,designed_low,,INSTITUTIONAL,NL,ONLINE,SECURITIES,EXISTING,REGULATED,0.24,0.1,0,0.18,NONE,0,0,0,0,0,0
NPA-000414,designed_high,,UNREGULATED_ENTITY,AE,API,DERIVATIVES,ADJACENT,UNREGULATED,0.85,0.42,1,0.74,ASSISTIVE,0,0,0,0,0,0
NPA-000415,designed_medium,,HNW,TR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.46,0.22,0,0.33,NONE,0,0,0,0,0,0
NPA-000416,designed_low,,INSTITUTIONAL,NL,ONLINE,FIAT,EXISTING,NONE,0.12,0.09,0,0.01,NONE,0,0,0,0,0,0
NPA-000417,designed_high,,NON_RESIDENT,AE,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.86,0.66,1,0.71,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000418,hard_high,segment_geo_combo,HNW,FR,ONLINE,FIAT,ADJACENT,REGULATED,0.18,0.24,0,0.36,NONE,0,0,1,1,0,0
NPA-000419,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,REGULATED,0.22,0.06,0,0.04,NONE,0,0,0,0,0,0
NPA-000420,designed_medium,,RETAIL,FR,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.32,0.39,0,0.34,NONE,0,0,0,0,0,0
NPA-000421,designed_low,,INSTITUTIONAL,US,ONLINE,SECURITIES,EXISTING,REGULATED,0.09,0.04,0,0.14,NONE,0,0,0,0,0,0
NPA-000422,designed_high,,UNREGULATED_ENTITY,HK,API,DERIVATIVES,ADJACENT,UNREGULATED,0.6,0.47,1,0.81,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000423,designed_high,,NON_RESIDENT,TR,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.59,0.51,1,0.82,ASSISTIVE,0,0,0,0,0,0
NPA-000424,designed_low,,RETAIL,AU,BRANCH,SECURITIES,EXISTING,REGULATED,0.11,0.01,0,0.04,NONE,0,0,0,0,0,0
NPA-000425,designed_low,,RETAIL,DE,BRANCH,SECURITIES,EXISTING,REGULATED,0.24,0.01,0,0.15,NONE,0,0,0,0,0,0
NPA-000426,designed_low,,INSTITUTIONAL,SG,BRANCH,FIAT,EXISTING,REGULATED,0.23,0.08,0,0.04,NONE,0,0,0,0,0,0
NPA-000427,designed_high,,NON_RESIDENT,TR,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.76,0.74,0,0.9,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000428,designed_low,,INSTITUTIONAL,DE,ONLINE,FIAT,EXISTING,REGULATED,0.0,0.11,0,0.18,NONE,0,0,0,0,0,0
NPA-000429,designed_medium,,HNW,PA,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.46,0.21,0,0.53,NONE,0,0,0,0,0,0
NPA-000430,designed_low,,INSTITUTIONAL,FR,BRANCH,FIAT,EXISTING,REGULATED,0.07,0.14,0,0.16,NONE,0,0,0,0,0,0
NPA-000431,prohibited,bearer_feature,HNW,JP,ONLINE,SECURITIES,ADJACENT,REGULATED,0.38,0.23,0,0.38,ASSISTIVE,0,0,0,0,0,1
NPA-000432,designed_medium,,HNW,US,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.38,0.39,0,0.28,NONE,0,0,0,0,0,0
NPA-000433,designed_high,,UNREGULATED_ENTITY,PA,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.61,0.51,1,0.53,ASSISTIVE,0,0,0,0,0,0
NPA-000434,designed_medium,,INSTITUTIONAL,GB,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.51,0.22,0,0.28,ASSISTIVE,0,0,0,0,0,0
NPA-000435,designed_low,,RETAIL,NZ,ONLINE,SECURITIES,EXISTING,NONE,0.19,0.02,0,0.02,NONE,0,0,0,0,0,0
NPA-000436,prohibited,anonymity_instrument,INSTITUTIONAL,JP,BRANCH,DIGITAL_ASSET,ADJACENT,REGULATED,0.31,0.15,0,0.39,ASSISTIVE,0,0,0,0,1,0
NPA-000437,designed_low,,INSTITUTIONAL,DE,BRANCH,FIAT,EXISTING,NONE,0.13,0.06,0,0.19,NONE,0,0,0,0,0,0
NPA-000438,designed_low,,INSTITUTIONAL,DE,ONLINE,FIAT,EXISTING,NONE,0.24,0.1,0,0.09,NONE,0,0,0,0,0,0
NPA-000439,designed_medium,,RETAIL,TR,ONLINE,DERIVATIVES,ADJACENT,REGULATED,0.38,0.41,0,0.27,ASSISTIVE,0,0,0,0,0,0
NPA-000440,designed_low,,INSTITUTIONAL,JP,BRANCH,SECURITIES,EXISTING,NONE,0.12,0.03,0,0.14,NONE,0,0,0,0,0,0
NPA-000441,designed_low,,INSTITUTIONAL,US,BRANCH,FIAT,EXISTING,REGULATED,0.03,0.09,0,0.05,NONE,0,0,0,0,0,0
NPA-000442,designed_low,,INSTITUTIONAL,NZ,ONLINE,SECURITIES,EXISTING,NONE,0.05,0.12,0,0.15,NONE,0,0,0,0,0,0
NPA-000443,designed_medium,,RETAIL,HK,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.43,0.37,0,0.47,ASSISTIVE,0,0,0,0,0,0
NPA-000444,designed_low,,RETAIL,DE,BRANCH,FIAT,EXISTING,NONE,0.05,0.04,0,0.17,NONE,0,0,0,0,0,0
NPA-000445,designed_low,,INSTITUTIONAL,US,BRANCH,SECURITIES,EXISTING,REGULATED,0.14,0.12,0,0.07,NONE,0,0,0,0,0,0
NPA-000446,designed_low,,INSTITUTIONAL,JP,BRANCH,FIAT,EXISTING,NONE,0.09,0.1,0,0.1,NONE,0,0,0,0,0,0
NPA-000447,designed_high,,NON_RESIDENT,HK,INTERMEDIATED,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.85,0.61,1,0.67,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000448,hard_high,da_custody_novelty,RETAIL,AU,BRANCH,DIGITAL_ASSET,NEW_CAPABILITY,REGULATED,0.16,0.09,0,0.11,ASSISTIVE,1,0,0,0,0,0
NPA-000449,hard_high,sanctions_geo,INSTITUTIONAL,JP|BY,ONLINE,SECURITIES,EXISTING,NONE,0.43,0.04,0,0.09,ASSISTIVE,0,0,0,0,0,0
NPA-000450,designed_low,,RETAIL,AU,BRANCH,SECURITIES,EXISTING,REGULATED,0.01,0.12,0,0.1,NONE,0,0,0,0,0,0
NPA-000451,prohibited,prohibited_jurisdiction,RETAIL,US|IR,BRANCH,FIAT,ADJACENT,REGULATED,0.11,0.22,0,0.18,NONE,0,0,0,0,0,0
NPA-000452,designed_low,,INSTITUTIONAL,GB,BRANCH,SECURITIES,EXISTING,REGULATED,0.23,0.08,0,0.03,NONE,0,0,0,0,0,0
NPA-000453,prohibited,anonymity_instrument,HNW,NL,ONLINE,DIGITAL_ASSET,ADJACENT,REGULATED,0.24,0.07,0,0.04,ASSISTIVE,0,0,0,0,1,0
NPA-000454,designed_low,,RETAIL,US,BRANCH,FIAT,EXISTING,REGULATED,0.2,0.13,0,0.07,NONE,0,0,0,0,0,0
NPA-000455,designed_medium,,RETAIL,HK,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.52,0.39,0,0.41,NONE,0,0,0,0,0,0
NPA-000456,designed_medium,,RETAIL,HK,ONLINE,SECURITIES,ADJACENT,REGULATED,0.5,0.34,0,0.49,NONE,0,0,0,0,0,0
NPA-000457,designed_low,,INSTITUTIONAL,NZ,ONLINE,SECURITIES,EXISTING,NONE,0.16,0.08,0,0.05,NONE,0,0,0,0,0,0
NPA-000458,designed_low,,RETAIL,NL,BRANCH,SECURITIES,EXISTING,NONE,0.16,0.09,0,0.05,NONE,0,0,0,0,0,0
NPA-000459,designed_medium,,RETAIL,DE,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.26,0.44,0,0.3,NONE,0,0,0,0,0,0
NPA-000460,designed_medium,,HNW,US,ONLINE,SECURITIES,ADJACENT,REGULATED,0.42,0.25,0,0.31,ASSISTIVE,0,0,0,0,0,0
NPA-000461,prohibited,prohibited_jurisdiction,INSTITUTIONAL,CA|SY,ONLINE,FIAT,EXISTING,NONE,0.13,0.12,0,0.22,NONE,0,0,0,0,0,0
NPA-000462,designed_high,,NON_RESIDENT,AE,API,DERIVATIVES,ADJACENT,UNREGULATED,0.6,0.75,0,0.68,ASSISTIVE,0,0,0,0,0,0
NPA-000463,designed_medium,,RETAIL,HK,INTERMEDIATED,SECURITIES,ADJACENT,REGULATED,0.47,0.16,0,0.53,NONE,0,0,0,0,0,0
NPA-000464,designed_low,,INSTITUTIONAL,NZ,BRANCH,FIAT,EXISTING,REGULATED,0.05,0.02,0,0.13,NONE,0,0,0,0,0,0
NPA-000465,designed_low,,RETAIL,US,ONLINE,FIAT,EXISTING,NONE,0.2,0.0,0,0.01,NONE,0,0,0,0,0,0
NPA-000466,designed_high,,UNREGULATED_ENTITY,TR,INTERMEDIATED,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.56,0.39,1,0.87,ASSISTIVE,0,0,0,0,0,0
NPA-000467,designed_low,,RETAIL,FR,BRANCH,FIAT,EXISTING,NONE,0.06,0.15,0,0.16,NONE,0,0,0,0,0,0
NPA-000468,designed_high,,UNREGULATED_ENTITY,TR,API,DERIVATIVES,ADJACENT,UNREGULATED,0.79,0.45,0,0.69,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000469,designed_medium,,HNW,JP,ONLINE,PHYSICAL,ADJACENT,REGULATED,0.37,0.37,0,0.3,NONE,0,0,0,0,0,0
NPA-000470,designed_low,,RETAIL,SG,BRANCH,SECURITIES,EXISTING,REGULATED,0.09,0.0,0,0.13,NONE,0,0,0,0,0,0
NPA-000471,designed_low,,RETAIL,CA,ONLINE,SECURITIES,EXISTING,REGULATED,0.06,0.11,0,0.13,NONE,0,0,0,0,0,0
NPA-000472,designed_medium,,INSTITUTIONAL,GB,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.39,0.25,0,0.23,NONE,0,0,0,0,0,0
NPA-000473,designed_low,,RETAIL,NL,BRANCH,FIAT,EXISTING,NONE,0.12,0.01,0,0.11,NONE,0,0,0,0,0,0
NPA-000474,designed_high,,UNREGULATED_ENTITY,PA,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.74,0.38,0,0.76,ASSISTIVE,0,0,0,0,0,0
NPA-000475,designed_medium,,HNW,PA,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.27,0.34,0,0.39,NONE,0,0,0,0,0,0
NPA-000476,designed_high,,NON_RESIDENT,TR,API,DIGITAL_ASSET,NEW_CAPABILITY,UNREGULATED,0.71,0.43,0,0.73,ASSISTIVE,0,0,0,0,0,0
NPA-000477,designed_medium,,HNW,AE,INTERMEDIATED,PHYSICAL,ADJACENT,REGULATED,0.48,0.41,0,0.26,NONE,0,0,0,0,0,0
NPA-000478,designed_medium,,HNW,TR,INTERMEDIATED,DERIVATIVES,ADJACENT,REGULATED,0.44,0.45,0,0.5,ASSISTIVE,0,0,0,0,0,0
NPA-000479,designed_high,,UNREGULATED_ENTITY,PA,API,DIGITAL_ASSET,ADJACENT,UNREGULATED,0.81,0.72,1,0.64,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
NPA-000480,designed_low,,INSTITUTIONAL,CA,ONLINE,FIAT,EXISTING,NONE,0.15,0.08,0,0.2,NONE,0,0,0,0,0,0
NPA-000481,designed_low,,INSTITUTIONAL,NZ,BRANCH,SECURITIES,EXISTING,NONE,0.19,0.14,0,0.16,NONE,0,0,0,0,0,0
NPA-000482,hard_high,sanctions_asset,HNW,FR,BRANCH,FIAT,EXISTING,REGULATED,0.18,0.04,0,0.15,NONE,0,1,0,0,0,0
NPA-000483,designed_low,,INSTITUTIONAL,AU,ONLINE,SECURITIES,EXISTING,REGULATED,0.23,0.11,0,0.14,NONE,0,0,0,0,0,0
NPA-000484,designed_high,,NON_RESIDENT,HK,API,DERIVATIVES,NEW_CAPABILITY,UNREGULATED,0.79,0.58,0,0.81,AUTONOMOUS_DECISIONING,0,0,0,0,0,0
