address_id,top_category,exposure,hops,amount_fraction,via_breaker,direction,label,fp_category
0x763a9cc3c1f5,licensed_exchange,0.0,,0.6652,0,inbound,0,benign_category
0xbf77a64a1fe8,mixer,0.004053,1,0.006293,0,inbound,0,de_minimis
0x108039ed0800,merchant_processor,0.0,,0.45954,0,outbound,0,benign_category
0x21dc345e2eaf,high_risk_exchange,0.177078,2,0.602305,0,inbound,0,ambiguous_residual
0xdae83f2d39c8,ransomware,0.009365,1,0.014083,0,outbound,0,de_minimis
0xe7391bfc270c,defi_bluechip,0.0,,0.489778,0,outbound,0,benign_category
0x193df66c7331,darknet_market,0.0,3,0.713125,1,inbound,0,broken_intermediary
0xec354931b2d4,sanctioned_address,0.009562,1,0.013659,0,inbound,0,de_minimis
0x48d3e7574997,sanctioned_address,0.0,3,0.413398,1,outbound,0,broken_intermediary
0x45468be15610,mixer,0.0,3,0.538201,1,outbound,0,broken_intermediary
0x6763e552d0a8,mixer,0.0,3,0.680528,1,outbound,0,broken_intermediary
0x2eb01fa09802,sanctioned_address,0.007933,1,0.011333,0,inbound,0,de_minimis
0x51def323123e,defi_bluechip,0.0,,0.63668,0,outbound,0,benign_category
0x5301266c47fb,ransomware,0.003518,6,0.031475,0,inbound,0,diluted_distant
0x93db723dfacd,defi_bluechip,0.0,,0.817896,0,inbound,0,benign_category
0x064040cbe188,sanctioned_address,0.008758,1,0.012512,0,outbound,0,de_minimis
0x79cb7e53d702,ransomware,0.0,3,0.532364,1,inbound,0,broken_intermediary
0x7d4b01aec505,mixer,0.003017,1,0.004685,0,outbound,0,de_minimis
0x1c3125f41dd6,fraud_proceeds,0.083585,3,0.30461,0,outbound,1,
0x191a1673aefb,merchant_processor,0.0,,0.574527,0,inbound,0,benign_category
0x5ad68fead84e,sanctioned_address,0.0,3,0.378375,1,outbound,0,broken_intermediary
0xa5484c9e903a,ransomware,0.008681,5,0.054372,0,outbound,0,diluted_distant
0x3e79227197ca,mixer,0.0,3,0.66753,1,outbound,0,broken_intermediary
0x1dca9caf8df1,high_risk_exchange,0.150389,2,0.511526,0,inbound,0,ambiguous_residual
0xf7a216718639,darknet_market,0.011589,6,0.103692,0,outbound,0,diluted_distant
0xfc297f6bf62c,merchant_processor,0.0,,0.600553,0,inbound,0,benign_category
0xee050623ffbf,mining_pool,0.0,,0.37936,0,inbound,0,benign_category
0x05c8365bc763,licensed_exchange,0.0,,0.497165,0,inbound,0,benign_category
0xa5d98ccc617e,ransomware,0.0,3,0.684029,1,inbound,0,broken_intermediary
0x63562cf6073b,high_risk_exchange,0.14664,2,0.498774,0,outbound,0,ambiguous_residual
0xf68622c0c475,high_risk_exchange,0.150996,2,0.513593,0,inbound,0,ambiguous_residual
0xecc855c9bf0f,merchant_processor,0.0,,0.622262,0,outbound,0,benign_category
0x0995892fca69,darknet_market,0.0,3,0.367913,1,inbound,0,broken_intermediary
0x8f982638d8be,mixer,0.0,3,0.598534,1,inbound,0,broken_intermediary
0x5ff063ba9d86,darknet_market,0.008355,5,0.052327,0,inbound,0,diluted_distant
0xfe7d16386137,darknet_market,0.012944,5,0.081068,0,inbound,0,diluted_distant
0x39762ccda2af,sanctioned_address,0.005555,6,0.047218,0,outbound,0,diluted_distant
0xf71fcc8ceba9,high_risk_exchange,0.166187,2,0.565262,0,inbound,0,ambiguous_residual
0x9ee7860c7b68,mixer,0.01725,5,0.11156,0,outbound,0,diluted_distant
0xc67175992b0a,fraud_proceeds,0.177719,2,0.453365,0,inbound,1,
0x179fe3a1af97,darknet_market,0.002869,1,0.004315,0,inbound,0,de_minimis
0x9fd1c22ca6a8,merchant_processor,0.0,,0.360492,0,inbound,0,benign_category
0x8b991e1e5d91,licensed_exchange,0.0,,0.789885,0,inbound,0,benign_category
0xa3108ca33a54,darknet_market,0.00695,5,0.043525,0,outbound,0,diluted_distant
0xad6fe46a0b42,sanctioned_address,0.605648,1,0.865212,0,outbound,1,
0xda59160beed4,ransomware,0.008398,1,0.012628,0,outbound,0,de_minimis
0xaa274ffc1c54,sanctioned_address,0.006277,6,0.05335,0,inbound,0,diluted_distant
0xefc1b2d7692a,ransomware,0.002972,6,0.026593,0,inbound,0,diluted_distant
0x4995394a97fd,darknet_market,0.0,3,0.722204,1,outbound,0,broken_intermediary
0xa647e1e538a1,licensed_exchange,0.0,,0.5891,0,outbound,0,benign_category
0x5773d8842354,mixer,0.007156,1,0.011111,0,outbound,0,de_minimis
0xa6d81b63205f,ransomware,0.008158,1,0.012268,0,inbound,0,de_minimis
0xc4837b7ce7cc,ransomware,0.005956,6,0.05329,0,inbound,0,diluted_distant
0x78e9b1b2b5f8,mining_pool,0.0,,0.807257,0,inbound,0,benign_category
0xa69776812ad7,mining_pool,0.0,,0.809391,0,inbound,0,benign_category
0xc200d1e2b878,sanctioned_address,0.021597,5,0.128499,0,outbound,0,diluted_distant
0xe7ec26330c43,mixer,0.00443,1,0.006879,0,outbound,0,de_minimis
0xa219e09ef2a3,high_risk_exchange,0.133882,2,0.455381,0,outbound,0,ambiguous_residual
0x1ff44b4fafaf,high_risk_exchange,0.113069,2,0.384588,0,outbound,0,ambiguous_residual
0xb7eefa8bd601,mixer,0.007469,6,0.069006,0,inbound,0,diluted_distant
0xcfe361fe800a,defi_bluechip,0.0,,0.420778,0,outbound,0,benign_category
0xc4e98e301bcc,defi_bluechip,0.0,,0.604061,0,outbound,0,benign_category
0x080aa5fcd671,ransomware,0.011737,1,0.01765,0,inbound,0,de_minimis
0x2b5922c23308,ransomware,0.0,3,0.787342,1,inbound,0,broken_intermediary
0xd9f5ee28dccd,ransomware,0.0,3,0.504698,1,inbound,0,broken_intermediary
0x5f2039ca2826,mixer,0.008997,1,0.01397,0,outbound,0,de_minimis
0xd25944ed98e2,ransomware,0.312421,2,0.671151,0,outbound,1,
0x28feb0c46ddc,darknet_market,0.006989,1,0.010509,0,inbound,0,de_minimis
0x7d8e16a46b83,sanctioned_address,0.006853,6,0.058249,0,outbound,0,diluted_distant
0xafe5e7515d4b,ransomware,0.008004,1,0.012036,0,inbound,0,de_minimis
0xd78f54de19cd,darknet_market,0.005352,5,0.033521,0,outbound,0,diluted_distant
0x9bafbfda55c9,mixer,0.0,3,0.599536,1,outbound,0,broken_intermediary
0x92d906fd01e6,darknet_market,0.005007,1,0.007529,0,outbound,0,de_minimis
0x8fdb9da4ec0f,licensed_exchange,0.0,,0.288955,0,outbound,0,benign_category
0xbd527257dcb6,ransomware,0.019977,5,0.125114,0,inbound,0,diluted_distant
0x10f1dcacfa54,high_risk_exchange,0.155472,2,0.528817,0,outbound,0,ambiguous_residual
0x4eecd25c7d37,ransomware,0.0,3,0.438087,1,outbound,0,broken_intermediary
0x55a6a33817fa,sanctioned_address,0.008963,6,0.076186,0,inbound,0,diluted_distant
0x1ae41db1ce86,ransomware,0.0,3,0.696773,1,inbound,0,broken_intermediary
0x77a28853490b,darknet_market,0.0,3,0.399156,1,outbound,0,broken_intermediary
0xde95deca8598,ransomware,0.01231,6,0.110145,0,inbound,0,diluted_distant
0x31d90a802167,darknet_market,0.0,3,0.481414,1,outbound,0,broken_intermediary
0x82bc1928aae5,mixer,0.012429,5,0.08038,0,outbound,0,diluted_distant
0x5c1efe43541a,sanctioned_address,0.011247,5,0.066919,0,outbound,0,diluted_distant
0x35338677b81d,darknet_market,0.005339,5,0.033436,0,outbound,0,diluted_distant
0x2f129e90d107,mixer,0.011146,1,0.017307,0,inbound,0,de_minimis
0x3e5ba3596667,ransomware,0.008771,1,0.01319,0,inbound,0,de_minimis
0x5e99f79828a2,mining_pool,0.0,,0.79831,0,inbound,0,benign_category
0xe829a3871e92,darknet_market,0.002545,6,0.022772,0,outbound,0,diluted_distant
0x8df812f178bd,sanctioned_address,0.0,3,0.446924,1,inbound,0,broken_intermediary
0x8782d013b7a3,mixer,0.008078,1,0.012544,0,inbound,0,de_minimis
0x37847df77791,sanctioned_address,0.0,3,0.799572,1,inbound,0,broken_intermediary
0x849bb72479b7,darknet_market,0.300301,2,0.645114,0,inbound,1,
0x4c367f695b97,darknet_market,0.017146,5,0.107383,0,inbound,0,diluted_distant
0xc85ce79503fb,high_risk_exchange,0.147506,2,0.50172,0,inbound,0,ambiguous_residual
0xcecd6fa179a5,mining_pool,0.0,,0.798535,0,inbound,0,benign_category
0xaab85be2124f,sanctioned_address,0.00638,1,0.009115,0,outbound,0,de_minimis
0x2931570e5af5,mixer,0.0,3,0.412088,1,outbound,0,broken_intermediary
0x990530e59543,darknet_market,0.007189,1,0.010811,0,outbound,0,de_minimis
0x47a63080bed6,mixer,0.004026,6,0.037193,0,inbound,0,diluted_distant
0x9d8ea4b65cfa,ransomware,0.00537,5,0.033635,0,outbound,0,diluted_distant
0xace90e5995aa,mining_pool,0.0,,0.740162,0,inbound,0,benign_category
0x4c43895c167f,defi_bluechip,0.0,,0.686977,0,inbound,0,benign_category
0x7c400bb9a8f6,scam,0.187471,2,0.490505,0,inbound,1,
0x20bf974e8f83,mixer,0.003145,1,0.004884,0,inbound,0,de_minimis
0xda3833e04a38,high_risk_exchange,0.161915,2,0.55073,0,outbound,0,ambiguous_residual
0x3dd953010fb9,high_risk_exchange,0.127439,2,0.433467,0,inbound,0,ambiguous_residual
0xabc72c6710bd,mining_pool,0.0,,0.843704,0,inbound,0,benign_category
0x547b8dac210d,mixer,0.003477,1,0.0054,0,outbound,0,de_minimis
0xc0949cc8f772,sanctioned_address,0.58135,1,0.8305,0,inbound,1,
0x9145e30cdee2,ransomware,0.007415,5,0.046443,0,outbound,0,diluted_distant
0x8ab9a3cb9e18,high_risk_exchange,0.156628,2,0.532749,0,outbound,0,ambiguous_residual
0x2d11f346bbe7,defi_bluechip,0.0,,0.641128,0,outbound,0,benign_category
0xedad38227b0d,defi_bluechip,0.0,,0.717695,0,inbound,0,benign_category
0xf2e6e9570a2a,sanctioned_address,0.016544,5,0.098437,0,outbound,0,diluted_distant
0x6b4f48f9fd0d,ransomware,0.003063,1,0.004606,0,outbound,0,de_minimis
0x1adbbd8bf603,licensed_exchange,0.0,,0.913278,0,inbound,0,benign_category
0xe3bfb8addf54,darknet_market,0.019367,5,0.121294,0,outbound,0,diluted_distant
0x749f537d66c6,mixer,0.0,3,0.500345,1,inbound,0,broken_intermediary
0x25a5387d5add,mining_pool,0.0,,0.675658,0,outbound,0,benign_category
0xe8f49c03d65c,defi_bluechip,0.0,,0.381877,0,inbound,0,benign_category
0x6788450ab36d,sanctioned_address,0.002529,6,0.021496,0,outbound,0,diluted_distant
0xee5ada05d2fc,mixer,0.006191,6,0.057201,0,outbound,0,diluted_distant
0x759bdae18b28,mixer,0.00791,1,0.012282,0,inbound,0,de_minimis
0xecefd644e9ae,mixer,0.551032,1,0.85564,0,outbound,1,
0x71df9457f388,high_risk_exchange,0.142091,2,0.483302,0,inbound,0,ambiguous_residual
0x14820b5246f3,ransomware,0.007605,1,0.011436,0,outbound,0,de_minimis
0x322cd24025ea,licensed_exchange,0.0,,0.627497,0,outbound,0,benign_category
0x6f9ef32ede3c,licensed_exchange,0.0,,0.767924,0,inbound,0,benign_category
0x52d74e09c596,sanctioned_address,0.005103,6,0.043375,0,outbound,0,diluted_distant
0xcf8bb400a5e1,ransomware,0.0,3,0.672165,1,inbound,0,broken_intermediary
0x2432a0970ff4,sanctioned_address,0.0,3,0.46395,1,outbound,0,broken_intermediary
0x8a21c0bd44c0,merchant_processor,0.0,,0.794757,0,inbound,0,benign_category
0x38d00d333496,darknet_market,0.006071,1,0.00913,0,outbound,0,de_minimis
0x224eb47299b6,sanctioned_address,0.0,3,0.641083,1,inbound,0,broken_intermediary
0x6b6ab3ed8f33,high_risk_exchange,0.148473,2,0.505012,0,inbound,0,ambiguous_residual
0x8de56c451540,ransomware,0.0,3,0.562256,1,inbound,0,broken_intermediary
0x3ed3d45e087f,darknet_market,0.00661,6,0.059143,0,outbound,0,diluted_distant
0x606f10ccf85f,mixer,0.0,3,0.460266,1,outbound,0,broken_intermediary
0x2765f4e580aa,defi_bluechip,0.0,,0.425984,0,inbound,0,benign_category
0x961a05cf079e,mixer,0.006849,1,0.010635,0,outbound,0,de_minimis
0xe3416b8da340,defi_bluechip,0.0,,0.562814,0,inbound,0,benign_category
0xf8e85388d128,darknet_market,0.004259,1,0.006404,0,outbound,0,de_minimis
0x741c428fd941,sanctioned_address,0.0,3,0.400453,1,outbound,0,broken_intermediary
0xe96f48cd42c0,merchant_processor,0.0,,0.940622,0,inbound,0,benign_category
0x528f274ac7a7,high_risk_exchange,0.153859,2,0.523329,0,inbound,0,ambiguous_residual
0x855470de13fc,sanctioned_address,0.009322,1,0.013318,0,outbound,0,de_minimis
0xb00cfa5fafdb,mixer,0.007387,1,0.011471,0,inbound,0,de_minimis
0xcf2206617f95,high_risk_exchange,0.182097,2,0.619378,0,outbound,0,ambiguous_residual
0x023227f31b78,darknet_market,0.0,3,0.836966,1,outbound,0,broken_intermediary
0x4b4eaab9278d,mining_pool,0.0,,0.648798,0,outbound,0,benign_category
0x3bd78d0bb6d7,stolen_funds,0.094334,3,0.312531,0,outbound,1,
0x1c2d538cc0ca,merchant_processor,0.0,,0.607892,0,inbound,0,benign_category
0xc9f1830481c2,sanctioned_address,0.011703,1,0.016718,0,inbound,0,de_minimis
